Shifting	Species	zOTU	Phylum	Class	Order	Family	Genus	Relabun	SE
Range_shifting	Acanthurus dussumieri	UNI125	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	0.9	0.3
Range_shifting	Acanthurus dussumieri	UNI5800	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.75	0.2
Range_shifting	Acanthurus dussumieri	UNI120	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	0.72	0.2
Range_shifting	Acanthurus dussumieri	UNI1365	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	0.69	0.2
Range_shifting	Acanthurus dussumieri	UNI375	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	0.68	0.2
Range_shifting	Acanthurus dussumieri	UNI1224	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	0.67	0.19
Range_shifting	Acanthurus dussumieri	UNI1081	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	0.65	0.17
Range_shifting	Acanthurus dussumieri	UNI3036	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	0.57	0.13
Range_shifting	Acanthurus dussumieri	UNI994	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooctadecabacter	0.34	0.09
Range_shifting	Acanthurus dussumieri	UNI2991	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius	0.15	0.03
Range_shifting	Acanthurus olivaceus	UNI153	Spirochaetes	Spirochaetia	Brevinematales	Brevinemataceae	Brevinema	8.27	3.34
Range_shifting	Acanthurus olivaceus	UNI132	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	7.22	2.19
Range_shifting	Acanthurus olivaceus	UNI1031	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	4.71	1.64
Range_shifting	Acanthurus olivaceus	UNI77	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	4.49	1.49
Range_shifting	Acanthurus olivaceus	UNI433	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	3.74	0.92
Range_shifting	Acanthurus olivaceus	UNI5138	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	3.22	0.53
Range_shifting	Acanthurus olivaceus	UNI6509	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	2.52	1.43
Range_shifting	Acanthurus olivaceus	UNI1365	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	1.75	0.46
Range_shifting	Acanthurus olivaceus	UNI3089	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula	1.72	0.31
Range_shifting	Acanthurus olivaceus	UNI125	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	1.62	0.34
Range_shifting	Acanthurus olivaceus	UNI375	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	1.56	0.32
Range_shifting	Acanthurus olivaceus	UNI353	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	1.47	0.3
Range_shifting	Acanthurus olivaceus	UNI8625	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	1.46	0.26
Range_shifting	Acanthurus olivaceus	UNI120	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	1.43	0.31
Range_shifting	Acanthurus olivaceus	UNI1224	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	1.23	0.38
Range_shifting	Acanthurus olivaceus	UNI19760	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	1.18	0.23
Range_shifting	Acanthurus olivaceus	UNI3036	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	1	0.22
Range_shifting	Acanthurus olivaceus	UNI3461	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	0.88	0.17
Range_shifting	Acanthurus olivaceus	UNI994	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooctadecabacter	0.8	0.2
Range_shifting	Acanthurus olivaceus	UNI5800	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.79	0.25
Range_shifting	Acanthurus olivaceus	UNI1302	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus	0.71	0.27
Range_shifting	Acanthurus olivaceus	UNI4730	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	0.68	0.23
Range_shifting	Acanthurus olivaceus	UNI1334	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	0.61	0.15
Range_shifting	Acanthurus olivaceus	UNI1063	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	0.57	0.18
Range_shifting	Acanthurus olivaceus	UNI20236	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	0.53	0.2
Range_shifting	Acanthurus olivaceus	UNI2753	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	0.49	0.12
Range_shifting	Acanthurus olivaceus	UNI3293	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	0.46	0.09
Range_shifting	Acanthurus olivaceus	UNI11657	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Bythopirellula	0.44	0.1
Range_shifting	Acanthurus olivaceus	UNI15245	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	0.41	0.06
Range_shifting	Acanthurus olivaceus	UNI5145	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas	0.38	0.09
Range_shifting	Acanthurus olivaceus	UNI22663	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	0.36	0.08
Range_shifting	Acanthurus olivaceus	UNI3390	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	0.33	0.07
Range_shifting	Acanthurus olivaceus	UNI8856	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	uncultured bacterium	0.32	0.06
Range_shifting	Acanthurus olivaceus	UNI2489	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Hoeflea	0.3	0.08
Range_shifting	Acanthurus olivaceus	UNI17625	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured	0.27	0.05
Range_shifting	Acanthurus olivaceus	UNI5808	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1 clade	uncultured bacterium	0.26	0.06
Range_shifting	Acanthurus olivaceus	UNI169	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	0.24	0.05
Range_shifting	Acanthurus olivaceus	UNI3769	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	0.24	0.05
Range_shifting	Acanthurus olivaceus	UNI3430	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Congregibacter	0.22	0.05
Range_shifting	Acanthurus olivaceus	UNI2991	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius	0.2	0.03
Range_shifting	Acanthurus olivaceus	UNI2479	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	0.16	0.04
Range_shifting	Acanthurus olivaceus	UNI7449	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0.15	0.07
Range_shifting	Acanthurus olivaceus	UNI81128	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	0.14	0.03
Range_shifting	Acanthurus olivaceus	UNI23000	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	0.14	0.03
Range_shifting	Acanthurus olivaceus	UNI10412	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia	0.13	0.02
Range_shifting	Acanthurus olivaceus	UNI8386	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	0.1	0.03
Range_shifting	Acanthurus triostegus	UNI4	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	33.5	5.5
Range_shifting	Acanthurus triostegus	UNI132	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	19.49	2.93
Range_shifting	Acanthurus triostegus	UNI153	Spirochaetes	Spirochaetia	Brevinematales	Brevinemataceae	Brevinema	14.76	4.13
Range_shifting	Acanthurus triostegus	UNI77	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	8.25	2.16
Range_shifting	Acanthurus triostegus	UNI1081	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	4.18	1.6
Range_shifting	Acanthurus triostegus	UNI850	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	1.16	0.31
Range_shifting	Acanthurus triostegus	UNI7693	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	0.86	0.32
Range_shifting	Acanthurus triostegus	UNI1063	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	0.31	0.08
Range_shifting	Acanthurus triostegus	UNI5800	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.24	0.08
